ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,ACCT_AGE,HIGH_RISK
5029744,0,1,1,0,3,Commercial associate,Higher education,Married,House / apartment,-21576,-1022,1,0,0,0,2.0,-15.0,0
5028277,1,1,0,2,3,Working,Incomplete higher,Married,House / apartment,-12730,-2213,1,0,0,0,4.0,-8.0,0
5050478,1,0,0,0,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-10758,1,0,0,0,2.0,-60.0,0
5041646,1,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,3.0,-37.0,0
5078997,1,0,1,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13742,-2308,1,0,0,0,1.0,-15.0,0
5010622,1,0,1,0,2,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,2.0,-18.0,0
5024144,1,1,0,0,2,Working,Higher education,Married,With parents,-11380,-1007,1,1,1,0,2.0,-14.0,0
5105464,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21074,365243,1,0,0,0,2.0,-48.0,0
5062174,1,0,1,2,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15362,-897,1,0,0,0,4.0,-7.0,0
5046237,1,0,1,1,2,Working,Higher education,Married,House / apartment,-19240,-3457,1,0,0,0,3.0,-58.0,0
5061724,1,0,1,0,2,Pensioner,Incomplete higher,Widow,House / apartment,-24295,365243,1,0,0,0,1.0,-24.0,0
5022942,1,1,0,0,3,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,1.0,-5.0,0
5028239,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-16834,-5074,1,0,0,0,2.0,-51.0,0
5065606,0,1,0,0,3,Pensioner,Higher education,Married,House / apartment,-23489,365243,1,0,0,0,2.0,-7.0,0
5089822,1,0,1,0,3,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,1.0,-12.0,0
5041305,1,1,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-23118,365243,1,0,1,0,2.0,-2.0,0
5100024,0,1,0,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-12930,-2865,1,1,1,0,3.0,-59.0,0
5026538,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,1,0,1,0,1.0,-26.0,0
5029075,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-19923,-964,1,0,0,0,2.0,-29.0,0
5058458,1,0,1,0,2,Working,Higher education,Married,House / apartment,-17366,-2426,1,0,0,0,2.0,-14.0,0
5022144,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,2.0,-15.0,0
5137058,0,1,0,0,1,Working,Secondary / secondary special,Married,House / apartment,-12034,-139,1,1,0,0,2.0,-28.0,0
5046142,0,1,0,0,2,Working,Higher education,Married,With parents,-11043,-2087,1,0,0,0,2.0,-11.0,0
5137240,1,0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,-17355,-3273,1,1,1,0,2.0,-32.0,0
5009014,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,2.0,-35.0,0
5023287,1,0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,3.0,-5.0,0
5044817,1,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,1.0,-5.0,0
5111067,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,1,0,1,0,2.0,-21.0,0
5028979,1,1,1,3,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-11363,-721,1,0,1,0,5.0,-34.0,0
5105538,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-10191,-2218,1,0,0,0,2.0,-7.0,1
5117217,1,0,1,0,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107,-1953,1,0,0,0,2.0,-41.0,0
5033525,1,0,0,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-23451,365243,1,0,0,0,1.0,-6.0,0
5148561,1,0,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,1,0,0,0,2.0,-40.0,0
5062668,1,1,1,1,2,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,3.0,-47.0,0
5029488,1,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-20952,-3852,1,0,0,1,2.0,-22.0,0
5139391,0,0,1,0,3,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,2.0,-55.0,0
5010575,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,3.0,-49.0,0
5010759,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,2.0,-10.0,0
5061179,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-12616,-777,1,0,0,0,2.0,-58.0,0
5142622,1,0,0,1,3,Working,Secondary / secondary special,Separated,House / apartment,-14846,-1292,1,1,1,0,2.0,-16.0,0
5095687,0,0,0,2,3,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,1,0,1,0,4.0,-1.0,0
5113283,1,1,1,2,2,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,4.0,-6.0,0
5092478,1,0,0,1,1,State servant,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,3.0,-50.0,0
5024711,1,0,1,0,2,Working,Secondary / secondary special,Separated,House / apartment,-21978,-5480,1,0,0,0,1.0,-11.0,0
5118606,1,0,0,1,2,Working,Higher education,Married,House / apartment,-11524,-1892,1,1,1,0,3.0,-29.0,0
5036807,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-20029,-10202,1,0,0,0,2.0,-45.0,0
5026155,1,0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-11900,-3360,1,0,0,0,3.0,-15.0,0
5024769,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-14749,-884,1,1,1,0,2.0,-57.0,0
5023334,0,0,1,2,1,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,4.0,-3.0,0
5061555,1,1,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-24121,365243,1,0,0,0,2.0,-34.0,0
5135456,1,0,1,0,3,Working,Secondary / secondary special,Separated,House / apartment,-16991,-231,1,0,0,0,1.0,-29.0,0
5095288,1,0,1,1,3,State servant,Higher education,Married,House / apartment,-11187,-1769,1,0,0,0,3.0,-31.0,0
5053019,1,0,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-22151,365243,1,0,0,0,2.0,-6.0,0
5009012,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,2.0,-5.0,0
5026692,1,0,1,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21967,365243,1,0,0,0,2.0,-26.0,0
5105459,0,0,0,1,3,State servant,Incomplete higher,Married,With parents,-12096,-575,1,0,0,0,3.0,-3.0,0
5078812,0,1,1,1,3,Commercial associate,Secondary / secondary special,Married,With parents,-10317,-298,1,0,1,0,3.0,-4.0,0
5065591,1,1,0,1,1,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,1,0,3.0,-2.0,0
5091330,1,1,1,1,2,State servant,Higher education,Married,House / apartment,-11774,-1388,1,0,0,0,3.0,-35.0,0
5135477,1,1,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,-18465,365243,1,0,0,0,1.0,-19.0,0
5090592,0,1,1,0,3,Commercial associate,Higher education,Married,House / apartment,-16029,-429,1,0,0,0,2.0,-14.0,0
5009387,1,0,0,0,4,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,2.0,-6.0,0
5054410,0,0,0,0,3,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,2.0,-2.0,0
5021549,1,0,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,2.0,-25.0,0
5010110,1,1,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,2.0,-23.0,0
5068983,0,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-14846,-6380,1,1,1,0,1.0,-1.0,0
5069010,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-21867,-3611,1,0,0,0,2.0,-13.0,0
5132545,1,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,1.0,-21.0,0
5035865,1,0,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-17656,-1225,1,0,0,0,2.0,-46.0,0
5090115,1,0,0,1,2,State servant,Secondary / secondary special,Single / not married,Office apartment,-12328,-4089,1,0,0,0,2.0,-34.0,0
5149806,1,0,1,0,2,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,1.0,-16.0,0
5011045,1,0,1,0,3,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20298,365243,1,0,0,0,2.0,-45.0,0
5045767,0,1,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9278,-1113,1,0,0,0,1.0,-38.0,0
5115971,1,0,1,2,2,Working,Higher education,Married,House / apartment,-11560,-467,1,1,0,0,4.0,-40.0,0
5054762,1,0,1,2,3,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,4.0,-29.0,0
5065673,1,0,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-11512,-4711,1,0,0,0,1.0,-11.0,0
5105975,0,1,0,0,3,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15203,-2068,1,1,0,0,1.0,-40.0,0
5142904,1,0,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,2.0,-52.0,0
5067241,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,2.0,-8.0,0
5010309,1,1,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,3.0,-23.0,0
5150412,1,0,1,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,-22116,365243,1,0,0,0,1.0,-17.0,0
5033843,1,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-14276,-1905,1,0,0,0,4.0,-40.0,0
5029076,1,0,1,1,2,Working,Incomplete higher,Separated,House / apartment,-10153,-599,1,0,0,0,2.0,-13.0,0
5094911,1,0,1,0,3,Working,Higher education,Married,House / apartment,-19444,-2832,1,0,0,0,2.0,-26.0,0
5146097,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-18053,-3141,1,0,0,0,2.0,-19.0,0
5117667,1,0,1,0,2,Working,Secondary / secondary special,Separated,House / apartment,-11543,-979,1,0,0,0,1.0,-31.0,0
5135842,1,0,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234,-6075,1,0,1,0,3.0,-24.0,0
5142099,1,0,1,0,2,State servant,Higher education,Civil marriage,With parents,-8940,-544,1,0,0,0,2.0,-3.0,0
5095860,1,0,0,0,3,Working,Secondary / secondary special,Widow,House / apartment,-20657,-5637,1,0,0,0,1.0,-43.0,0
5067987,1,0,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-17268,-2576,1,0,0,0,4.0,-38.0,0
5067201,0,0,0,1,4,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,3.0,-28.0,0
5118637,0,1,0,0,4,State servant,Higher education,Married,House / apartment,-23392,-1921,1,0,1,0,2.0,-46.0,0
5033874,1,0,0,0,2,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,2.0,-29.0,0
5061832,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22616,365243,1,0,0,0,2.0,-1.0,0
5088727,1,0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,-16691,-1291,1,0,0,0,3.0,-13.0,0
5095085,1,1,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-22504,365243,1,0,1,0,1.0,-3.0,0
5135509,1,0,1,1,3,State servant,Higher education,Married,House / apartment,-12300,-3853,1,0,0,0,3.0,-20.0,0
5023486,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-18210,-6230,1,0,0,0,2.0,-34.0,0
5008954,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,3.0,-5.0,0
5066837,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,2.0,-6.0,0
5024453,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-12604,-2620,1,1,1,0,2.0,-26.0,0
5142575,1,0,0,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23424,365243,1,0,0,0,1.0,-44.0,0
5023647,0,1,0,2,3,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,4.0,-20.0,0
5135618,0,0,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,-15198,-474,1,0,0,0,1.0,-49.0,0
5091178,1,0,1,1,1,Working,Secondary / secondary special,Separated,House / apartment,-11126,-2087,1,1,1,0,2.0,-5.0,0
5018453,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-22059,365243,1,0,1,0,1.0,-30.0,0
5051012,1,0,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,1,3.0,-36.0,0
5114495,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20806,365243,1,0,0,1,2.0,-47.0,0
5089661,1,0,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,1,0,0,1.0,-55.0,0
5125351,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-13005,-683,1,0,0,0,1.0,-56.0,0
5025759,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23978,365243,1,0,0,0,2.0,-34.0,0
5125308,0,0,1,3,2,Working,Secondary / secondary special,Married,House / apartment,-14035,-2875,1,0,0,0,5.0,-10.0,0
5010431,1,1,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,3.0,-7.0,0
5046004,1,0,1,1,3,Working,Secondary / secondary special,Single / not married,House / apartment,-15039,-3334,1,0,1,0,2.0,-7.0,0
5088484,1,0,1,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18670,365243,1,0,0,0,1.0,-29.0,0
5036407,1,1,1,0,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,1,0,0,0,2.0,-4.0,0
5041642,1,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,3.0,-39.0,0
5038691,1,1,0,0,3,State servant,Secondary / secondary special,Civil marriage,With parents,-17693,-7778,1,0,0,0,2.0,-34.0,0
5061401,1,0,0,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-16354,365243,1,0,0,0,1.0,-9.0,0
5056226,1,0,0,1,2,Working,Secondary / secondary special,Married,With parents,-10774,-2592,1,0,0,0,3.0,-16.0,0
5065316,1,0,1,1,2,State servant,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,3.0,-39.0,1
5142518,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-16806,-468,1,0,0,0,3.0,-6.0,0
5149769,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,2.0,-29.0,0
5067608,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-15515,-2485,1,0,0,1,2.0,-12.0,0
5041757,1,0,1,0,2,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,2.0,-43.0,0
5113412,0,1,1,0,4,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,1.0,-58.0,0
5068733,1,1,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-13364,-2423,1,0,1,1,2.0,-23.0,0
5038615,1,0,0,1,2,Commercial associate,Higher education,Married,With parents,-12331,-3272,1,0,0,0,3.0,-20.0,0
5061321,1,1,1,1,3,State servant,Higher education,Married,House / apartment,-15050,-1628,1,0,0,0,3.0,-26.0,0
5150318,1,1,1,0,3,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,1,0,0,0,1.0,-24.0,0
5139388,0,0,1,0,3,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,2.0,-20.0,0
5053109,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-23849,365243,1,0,0,0,2.0,-21.0,0
5126825,1,0,0,1,2,Working,Secondary / secondary special,Civil marriage,With parents,-11680,-3695,1,0,0,0,3.0,-9.0,0
5116064,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-18283,-1113,1,0,0,0,2.0,-19.0,0
5053590,0,1,1,0,4,Working,Higher education,Married,House / apartment,-10772,-546,1,0,0,0,2.0,-5.0,0
5069420,1,0,1,0,2,Working,Incomplete higher,Single / not married,House / apartment,-9574,-171,1,1,1,0,1.0,-6.0,0
5047716,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,1,1,1,0,2.0,-57.0,0
5023942,0,1,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-9066,-2407,1,0,0,0,3.0,-23.0,0
5126600,1,0,0,0,2,Working,Secondary / secondary special,Separated,House / apartment,-13635,-349,1,1,1,0,1.0,-20.0,0
5036474,0,1,0,2,2,Commercial associate,Higher education,Married,House / apartment,-15716,-2673,1,0,0,0,4.0,-46.0,0
5069496,1,1,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,1,0,0,0,2.0,-12.0,0
5132729,1,0,1,3,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-12855,-772,1,0,0,0,5.0,-12.0,0
5047780,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,1,0,0,0,3.0,-14.0,0
5066598,1,0,0,1,3,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,3.0,-38.0,0
5095295,1,1,1,0,3,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,2.0,-36.0,0
5135815,1,0,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,2.0,-51.0,0
5038858,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-24665,365243,1,0,0,0,2.0,-45.0,0
5008840,0,0,1,1,4,Commercial associate,Higher education,Married,House / apartment,-11842,-2016,1,0,0,0,3.0,-55.0,0
5058252,1,0,1,0,1,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,2.0,-17.0,0
5115649,1,0,1,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20681,365243,1,0,0,0,1.0,-44.0,0
5114302,1,0,0,1,1,Pensioner,Lower secondary,Married,House / apartment,-12129,365243,1,0,0,0,3.0,-8.0,0
5046191,0,1,1,2,3,Commercial associate,Higher education,Married,House / apartment,-17280,-565,1,1,0,0,4.0,-16.0,0
5091939,0,1,1,2,3,State servant,Higher education,Married,House / apartment,-10467,-200,1,0,0,0,4.0,-15.0,0
5090393,1,1,1,0,1,Working,Higher education,Married,House / apartment,-17743,-4205,1,0,0,0,2.0,-9.0,1
5048049,1,0,1,0,2,Commercial associate,Higher education,Civil marriage,House / apartment,-11157,-277,1,0,0,0,2.0,-30.0,0
5143016,0,0,0,0,2,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542,-3179,1,0,0,0,2.0,-6.0,0
5028896,0,1,1,0,3,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,1.0,-26.0,0
5145992,1,0,1,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8147,-431,1,0,0,0,1.0,-23.0,0
5100110,1,0,0,0,3,Working,Higher education,Separated,House / apartment,-23710,-9989,1,0,1,0,1.0,-43.0,0
5067021,1,1,1,1,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152,-1253,1,0,0,1,3.0,-24.0,0
5048619,0,1,1,0,3,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,2.0,-58.0,0
5125865,0,1,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9053,-165,1,0,0,1,1.0,-25.0,0
5024322,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23407,365243,1,0,0,0,2.0,-30.0,0
5139313,0,1,1,0,2,State servant,Higher education,Married,House / apartment,-10091,-643,1,0,0,0,2.0,-12.0,0
5022120,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,2.0,-20.0,0
5118436,1,0,0,0,2,Pensioner,Higher education,Married,House / apartment,-20771,365243,1,0,1,0,2.0,-20.0,0
5021190,1,0,0,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10141,-2531,1,0,0,0,1.0,-41.0,0
5068601,1,0,1,1,2,Commercial associate,Higher education,Married,House / apartment,-13673,-2667,1,0,0,0,3.0,-31.0,0
5115933,1,0,1,1,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11529,-651,1,0,0,0,2.0,-16.0,0
